op  addr completion
1 140735502426288 1 2228
1 140735502426296 1 2229
1 140735502426304 1 2230
1 140735502426192 1 2231
1 140735502426200 1 2232
1 140735502426208 1 2233
1 140735502426216 1 2234
0 140735502426064 0 2235
0 140735502426072 0 2236
0 140735502426080 0 2237
0 140735502426088 0 2238
0 140735502426096 0 2239
0 140735502426104 0 2240
0 140735502426112 0 2241
0 140735502426120 0 2242
0 140735502426128 0 2243
0 140735502426136 0 2244
0 140735502426144 0 2245
0 140735502426152 0 2246
0 140735502426160 0 2247
0 140735502426168 0 2248
0 140735502426176 0 2249
0 140735502426064 2 2250
0 140735502426072 2 2251
0 140735502426080 2 2252
0 140735502426088 2 2253
0 140735502426096 2 2254
0 140735502426104 2 2255
0 140735502426112 2 2256
0 140735502426120 2 2257
0 140735502426128 2 2258
0 140735502426136 2 2259
0 140735502426144 2 2260
0 140735502426152 2 2261
0 140735502426160 2 2262
0 140735502426168 2 2263
0 140735502426176 2 2264
1 140735502426224 2 2265
1 140735502426232 2 2266
1 140735502426240 2 2267
1 140735502426248 2 2268
1 140735502426256 2 2269
1 140735502426264 2 2270
1 140735502426272 2 2271
1 140735502426280 2 2272
1 140735502426288 2 2273
1 140735502426296 2 2274
1 140735502426304 2 2275
1 140735502426192 2 2276
1 140735502426200 2 2277
1 140735502426208 2 2278
1 140735502426216 2 2279
1 140735502426224 1 2280
1 140735502426232 1 2281
1 140735502426240 1 2282
1 140735502426248 1 2283
1 140735502426256 1 2284
1 140735502426264 1 2285
1 140735502426272 1 2286
1 140735502426280 1 2287
1 140735502426288 1 2288
1 140735502426296 1 2289
1 140735502426304 1 2290
1 140735502426192 1 2291
1 140735502426200 1 2292
1 140735502426208 1 2293
1 140735502426216 1 2294
0 140735502426064 0 2295
0 140735502426072 0 2296
0 140735502426080 0 2297
0 140735502426088 0 2298
0 140735502426096 0 2299
0 140735502426104 0 2300
0 140735502426112 0 2301
0 140735502426120 0 2302
0 140735502426128 0 2303
0 140735502426136 0 2304
0 140735502426144 0 2305
0 140735502426152 0 2306
0 140735502426160 0 2307
0 140735502426168 0 2308
0 140735502426176 0 2309
0 140735502426064 2 2310
0 140735502426072 2 2311
0 140735502426080 2 2312
0 140735502426088 2 2313
0 140735502426096 2 2314
0 140735502426104 2 2315
0 140735502426112 2 2316
0 140735502426120 2 2317
0 140735502426128 2 2318
0 140735502426136 2 2319
0 140735502426144 2 2320
0 140735502426152 2 2321
0 140735502426160 2 2322
0 140735502426168 2 2323
0 140735502426176 2 2324
1 140735502426224 2 2325
1 140735502426232 2 2326
1 140735502426240 2 2327
1 140735502426248 2 2328
1 140735502426256 2 2329
1 140735502426264 2 2330
1 140735502426272 2 2331
1 140735502426280 2 2332
1 140735502426288 2 2333
1 140735502426296 2 2334
1 140735502426304 2 2335
1 140735502426192 2 2336
1 140735502426200 2 2337
1 140735502426208 2 2338
1 140735502426216 2 2339
1 140735502426224 1 2340
1 140735502426232 1 2341
1 140735502426240 1 2342
1 140735502426248 1 2343
1 140735502426256 1 2344
1 140735502426264 1 2345
1 140735502426272 1 2346
1 140735502426280 1 2347
1 140735502426288 1 2348
1 140735502426296 1 2349
1 140735502426304 1 2350
1 140735502426192 1 2351
1 140735502426200 1 2352
1 140735502426208 1 2353
1 140735502426216 1 2354
0 140735502426064 0 2355
0 140735502426072 0 2356
0 140735502426080 0 2357
0 140735502426088 0 2358
0 140735502426096 0 2359
0 140735502426104 0 2360
0 140735502426112 0 2361
0 140735502426120 0 2362
0 140735502426128 0 2363
0 140735502426136 0 2364
0 140735502426144 0 2365
0 140735502426152 0 2366
0 140735502426160 0 2367
0 140735502426168 0 2368
0 140735502426176 0 2369
0 140735502426064 2 2370
0 140735502426072 2 2371
0 140735502426080 2 2372
0 140735502426088 2 2373
0 140735502426096 2 2374
0 140735502426104 2 2375
0 140735502426112 2 2376
0 140735502426120 2 2377
0 140735502426128 2 2378
0 140735502426136 2 2379
0 140735502426144 2 2380
0 140735502426152 2 2381
0 140735502426160 2 2382
0 140735502426168 2 2383
0 140735502426176 2 2384
1 140735502426224 2 2385
1 140735502426232 2 2386
1 140735502426240 2 2387
1 140735502426248 2 2388
1 140735502426256 2 2389
1 140735502426264 2 2390
1 140735502426272 2 2391
1 140735502426280 2 2392
1 140735502426288 2 2393
1 140735502426296 2 2394
1 140735502426304 2 2395
1 140735502426192 2 2396
1 140735502426200 2 2397
1 140735502426208 2 2398
1 140735502426216 2 2399
1 140735502426240 1 2400
1 140735502426248 1 2401
1 140735502426256 1 2402
1 140735502426264 1 2403
1 140735502426272 1 2404
1 140735502426280 1 2405
1 140735502426288 1 2406
1 140735502426296 1 2407
1 140735502426304 1 2408
1 140735502426192 1 2409
1 140735502426200 1 2410
1 140735502426208 1 2411
1 140735502426216 1 2412
1 140735502426224 1 2413
1 140735502426232 1 2414
0 140735502426064 0 2415
0 140735502426072 0 2416
0 140735502426080 0 2417
0 140735502426088 0 2418
0 140735502426096 0 2419
0 140735502426104 0 2420
0 140735502426112 0 2421
0 140735502426120 0 2422
0 140735502426128 0 2423
0 140735502426136 0 2424
0 140735502426144 0 2425
0 140735502426152 0 2426
0 140735502426160 0 2427
0 140735502426168 0 2428
0 140735502426176 0 2429
0 140735502426064 2 2430
0 140735502426072 2 2431
0 140735502426080 2 2432
0 140735502426088 2 2433
0 140735502426096 2 2434
0 140735502426104 2 2435
0 140735502426112 2 2436
0 140735502426120 2 2437
0 140735502426128 2 2438
0 140735502426136 2 2439
0 140735502426144 2 2440
0 140735502426152 2 2441
0 140735502426160 2 2442
0 140735502426168 2 2443
0 140735502426176 2 2444
1 140735502426240 2 2445
1 140735502426248 2 2446
1 140735502426256 2 2447
1 140735502426264 2 2448
1 140735502426272 2 2449
1 140735502426280 2 2450
1 140735502426288 2 2451
1 140735502426296 2 2452
1 140735502426304 2 2453
1 140735502426192 2 2454
1 140735502426200 2 2455
1 140735502426208 2 2456
1 140735502426216 2 2457
1 140735502426224 2 2458
1 140735502426232 2 2459
1 140735502426240 1 2460
1 140735502426248 1 2461
1 140735502426256 1 2462
1 140735502426264 1 2463
1 140735502426272 1 2464
1 140735502426280 1 2465
1 140735502426288 1 2466
1 140735502426296 1 2467
1 140735502426304 1 2468
1 140735502426192 1 2469
1 140735502426200 1 2470
1 140735502426208 1 2471
1 140735502426216 1 2472
1 140735502426224 1 2473
1 140735502426232 1 2474
0 140735502426064 0 2475
0 140735502426072 0 2476
0 140735502426080 0 2477
0 140735502426088 0 2478
0 140735502426096 0 2479
0 140735502426104 0 2480
0 140735502426112 0 2481
0 140735502426120 0 2482
0 140735502426128 0 2483
0 140735502426136 0 2484
0 140735502426144 0 2485
0 140735502426152 0 2486
0 140735502426160 0 2487
0 140735502426168 0 2488
0 140735502426176 0 2489
0 140735502426064 2 2490
0 140735502426072 2 2491
0 140735502426080 2 2492
0 140735502426088 2 2493
0 140735502426096 2 2494
0 140735502426104 2 2495
0 140735502426112 2 2496
0 140735502426120 2 2497
0 140735502426128 2 2498
0 140735502426136 2 2499
0 140735502426144 2 2500
0 140735502426152 2 2501
0 140735502426160 2 2502
0 140735502426168 2 2503
0 140735502426176 2 2504
1 140735502426240 2 2505
1 140735502426248 2 2506
1 140735502426256 2 2507
1 140735502426264 2 2508
1 140735502426272 2 2509
1 140735502426280 2 2510
1 140735502426288 2 2511
1 140735502426296 2 2512
1 140735502426304 2 2513
1 140735502426192 2 2514
1 140735502426200 2 2515
1 140735502426208 2 2516
1 140735502426216 2 2517
1 140735502426224 2 2518
1 140735502426232 2 2519
1 140735502426240 1 2520
1 140735502426248 1 2521
1 140735502426256 1 2522
1 140735502426264 1 2523
1 140735502426272 1 2524
1 140735502426280 1 2525
1 140735502426288 1 2526
1 140735502426296 1 2527
1 140735502426304 1 2528
1 140735502426192 1 2529
1 140735502426200 1 2530
1 140735502426208 1 2531
1 140735502426216 1 2532
1 140735502426224 1 2533
1 140735502426232 1 2534
0 140735502426064 0 2535
0 140735502426072 0 2536
0 140735502426080 0 2537
0 140735502426088 0 2538
0 140735502426096 0 2539
0 140735502426104 0 2540
0 140735502426112 0 2541
0 140735502426120 0 2542
0 140735502426128 0 2543
0 140735502426136 0 2544
0 140735502426144 0 2545
0 140735502426152 0 2546
0 140735502426160 0 2547
0 140735502426168 0 2548
0 140735502426176 0 2549
0 140735502426064 2 2550
0 140735502426072 2 2551
0 140735502426080 2 2552
0 140735502426088 2 2553
0 140735502426096 2 2554
0 140735502426104 2 2555
0 140735502426112 2 2556
0 140735502426120 2 2557
0 140735502426128 2 2558
0 140735502426136 2 2559
0 140735502426144 2 2560
0 140735502426152 2 2561
0 140735502426160 2 2562
0 140735502426168 2 2563
0 140735502426176 2 2564
1 140735502426240 2 2565
1 140735502426248 2 2566
1 140735502426256 2 2567
1 140735502426264 2 2568
1 140735502426272 2 2569
1 140735502426280 2 2570
1 140735502426288 2 2571
1 140735502426296 2 2572
1 140735502426304 2 2573
1 140735502426192 2 2574
1 140735502426200 2 2575
1 140735502426208 2 2576
1 140735502426216 2 2577
1 140735502426224 2 2578
1 140735502426232 2 2579
1 140735502426240 1 2580
1 140735502426248 1 2581
1 140735502426256 1 2582
1 140735502426264 1 2583
1 140735502426272 1 2584
1 140735502426280 1 2585
1 140735502426288 1 2586
1 140735502426296 1 2587
1 140735502426304 1 2588
1 140735502426192 1 2589
1 140735502426200 1 2590
1 140735502426208 1 2591
1 140735502426216 1 2592
1 140735502426224 1 2593
1 140735502426232 1 2594
0 140735502426064 0 2595
0 140735502426072 0 2596
0 140735502426080 0 2597
0 140735502426088 0 2598
0 140735502426096 0 2599
0 140735502426104 0 2600
0 140735502426112 0 2601
0 140735502426120 0 2602
0 140735502426128 0 2603
0 140735502426136 0 2604
0 140735502426144 0 2605
0 140735502426152 0 2606
0 140735502426160 0 2607
0 140735502426168 0 2608
0 140735502426176 0 2609
0 140735502426064 2 2610
0 140735502426072 2 2611
0 140735502426080 2 2612
0 140735502426088 2 2613
0 140735502426096 2 2614
0 140735502426104 2 2615
0 140735502426112 2 2616
0 140735502426120 2 2617
0 140735502426128 2 2618
0 140735502426136 2 2619
0 140735502426144 2 2620
0 140735502426152 2 2621
0 140735502426160 2 2622
0 140735502426168 2 2623
0 140735502426176 2 2624
1 140735502426240 2 2625
1 140735502426248 2 2626
1 140735502426256 2 2627
1 140735502426264 2 2628
1 140735502426272 2 2629
1 140735502426280 2 2630
1 140735502426288 2 2631
1 140735502426296 2 2632
1 140735502426304 2 2633
1 140735502426192 2 2634
1 140735502426200 2 2635
1 140735502426208 2 2636
1 140735502426216 2 2637
1 140735502426224 2 2638
1 140735502426232 2 2639
1 140735502426240 1 2640
1 140735502426248 1 2641
1 140735502426256 1 2642
1 140735502426264 1 2643
1 140735502426272 1 2644
1 140735502426280 1 2645
1 140735502426288 1 2646
1 140735502426296 1 2647
1 140735502426304 1 2648
1 140735502426192 1 2649
1 140735502426200 1 2650
1 140735502426208 1 2651
1 140735502426216 1 2652
1 140735502426224 1 2653
1 140735502426232 1 2654
0 140735502426064 0 2655
0 140735502426072 0 2656
0 140735502426080 0 2657
0 140735502426088 0 2658
0 140735502426096 0 2659
0 140735502426104 0 2660
0 140735502426112 0 2661
0 140735502426120 0 2662
0 140735502426128 0 2663
0 140735502426136 0 2664
0 140735502426144 0 2665
0 140735502426152 0 2666
0 140735502426160 0 2667
0 140735502426168 0 2668
0 140735502426176 0 2669
0 140735502426064 2 2670
0 140735502426072 2 2671
0 140735502426080 2 2672
0 140735502426088 2 2673
0 140735502426096 2 2674
0 140735502426104 2 2675
0 140735502426112 2 2676
0 140735502426120 2 2677
0 140735502426128 2 2678
0 140735502426136 2 2679
0 140735502426144 2 2680
0 140735502426152 2 2681
0 140735502426160 2 2682
0 140735502426168 2 2683
0 140735502426176 2 2684
1 140735502426240 2 2685
1 140735502426248 2 2686
1 140735502426256 2 2687
1 140735502426264 2 2688
1 140735502426272 2 2689
1 140735502426280 2 2690
1 140735502426288 2 2691
1 140735502426296 2 2692
1 140735502426304 2 2693
1 140735502426192 2 2694
1 140735502426200 2 2695
1 140735502426208 2 2696
1 140735502426216 2 2697
1 140735502426224 2 2698
1 140735502426232 2 2699
1 140735502426240 1 2700
1 140735502426248 1 2701
1 140735502426256 1 2702
1 140735502426264 1 2703
1 140735502426272 1 2704
1 140735502426280 1 2705
1 140735502426288 1 2706
1 140735502426296 1 2707
1 140735502426304 1 2708
1 140735502426192 1 2709
1 140735502426200 1 2710
1 140735502426208 1 2711
1 140735502426216 1 2712
1 140735502426224 1 2713
1 140735502426232 1 2714
0 140735502426064 0 2715
0 140735502426072 0 2716
0 140735502426080 0 2717
0 140735502426088 0 2718
0 140735502426096 0 2719
0 140735502426104 0 2720
0 140735502426112 0 2721
0 140735502426120 0 2722
0 140735502426128 0 2723
0 140735502426136 0 2724
0 140735502426144 0 2725
0 140735502426152 0 2726
0 140735502426160 0 2727
0 140735502426168 0 2728
0 140735502426176 0 2729
0 140735502426064 2 2730
0 140735502426072 2 2731
0 140735502426080 2 2732
0 140735502426088 2 2733
0 140735502426096 2 2734
0 140735502426104 2 2735
0 140735502426112 2 2736
0 140735502426120 2 2737
0 140735502426128 2 2738
0 140735502426136 2 2739
0 140735502426144 2 2740
0 140735502426152 2 2741
0 140735502426160 2 2742
0 140735502426168 2 2743
0 140735502426176 2 2744
1 140735502426240 2 2745
1 140735502426248 2 2746
1 140735502426256 2 2747
1 140735502426264 2 2748
1 140735502426272 2 2749
1 140735502426280 2 2750
1 140735502426288 2 2751
1 140735502426296 2 2752
1 140735502426304 2 2753
1 140735502426192 2 2754
1 140735502426200 2 2755
1 140735502426208 2 2756
1 140735502426216 2 2757
1 140735502426224 2 2758
1 140735502426232 2 2759
1 140735502426240 1 2760
1 140735502426248 1 2761
1 140735502426256 1 2762
1 140735502426264 1 2763
1 140735502426272 1 2764
1 140735502426280 1 2765
1 140735502426288 1 2766
1 140735502426296 1 2767
1 140735502426304 1 2768
1 140735502426192 1 2769
1 140735502426200 1 2770
1 140735502426208 1 2771
1 140735502426216 1 2772
1 140735502426224 1 2773
1 140735502426232 1 2774
0 140735502426064 0 2775
0 140735502426072 0 2776
0 140735502426080 0 2777
0 140735502426088 0 2778
0 140735502426096 0 2779
0 140735502426104 0 2780
0 140735502426112 0 2781
0 140735502426120 0 2782
0 140735502426128 0 2783
0 140735502426136 0 2784
0 140735502426144 0 2785
0 140735502426152 0 2786
0 140735502426160 0 2787
0 140735502426168 0 2788
0 140735502426176 0 2789
0 140735502426064 2 2790
0 140735502426072 2 2791
0 140735502426080 2 2792
0 140735502426088 2 2793
0 140735502426096 2 2794
0 140735502426104 2 2795
0 140735502426112 2 2796
0 140735502426120 2 2797
0 140735502426128 2 2798
0 140735502426136 2 2799
0 140735502426144 2 2800
0 140735502426152 2 2801
0 140735502426160 2 2802
0 140735502426168 2 2803
0 140735502426176 2 2804
1 140735502426240 2 2805
1 140735502426248 2 2806
1 140735502426256 2 2807
1 140735502426264 2 2808
1 140735502426272 2 2809
1 140735502426280 2 2810
1 140735502426288 2 2811
1 140735502426296 2 2812
1 140735502426304 2 2813
1 140735502426192 2 2814
1 140735502426200 2 2815
1 140735502426208 2 2816
1 140735502426216 2 2817
1 140735502426224 2 2818
1 140735502426232 2 2819
1 140735502426240 1 2820
1 140735502426248 1 2821
1 140735502426256 1 2822
1 140735502426264 1 2823
1 140735502426272 1 2824
1 140735502426280 1 2825
1 140735502426288 1 2826
1 140735502426296 1 2827
1 140735502426304 1 2828
1 140735502426192 1 2829
1 140735502426200 1 2830
1 140735502426208 1 2831
1 140735502426216 1 2832
1 140735502426224 1 2833
1 140735502426232 1 2834
0 140735502426064 0 2835
0 140735502426072 0 2836
0 140735502426080 0 2837
0 140735502426088 0 2838
0 140735502426096 0 2839
0 140735502426104 0 2840
0 140735502426112 0 2841
0 140735502426120 0 2842
0 140735502426128 0 2843
0 140735502426136 0 2844
0 140735502426144 0 2845
0 140735502426152 0 2846
0 140735502426160 0 2847
0 140735502426168 0 2848
0 140735502426176 0 2849
0 140735502426064 2 2850
0 140735502426072 2 2851
0 140735502426080 2 2852
0 140735502426088 2 2853
0 140735502426096 2 2854
0 140735502426104 2 2855
0 140735502426112 2 2856
0 140735502426120 2 2857
0 140735502426128 2 2858
0 140735502426136 2 2859
0 140735502426144 2 2860
0 140735502426152 2 2861
0 140735502426160 2 2862
0 140735502426168 2 2863
0 140735502426176 2 2864
1 140735502426240 2 2865
1 140735502426248 2 2866
1 140735502426256 2 2867
1 140735502426264 2 2868
1 140735502426272 2 2869
1 140735502426280 2 2870
1 140735502426288 2 2871
1 140735502426296 2 2872
1 140735502426304 2 2873
1 140735502426192 2 2874
1 140735502426200 2 2875
1 140735502426208 2 2876
1 140735502426216 2 2877
1 140735502426224 2 2878
1 140735502426232 2 2879
1 140735502426240 1 2880
1 140735502426248 1 2881
1 140735502426256 1 2882
1 140735502426264 1 2883
1 140735502426272 1 2884
1 140735502426280 1 2885
1 140735502426288 1 2886
1 140735502426296 1 2887
1 140735502426304 1 2888
1 140735502426192 1 2889
1 140735502426200 1 2890
1 140735502426208 1 2891
1 140735502426216 1 2892
1 140735502426224 1 2893
1 140735502426232 1 2894
0 140735502426064 0 2895
0 140735502426072 0 2896
0 140735502426080 0 2897
0 140735502426088 0 2898
0 140735502426096 0 2899
0 140735502426104 0 2900
0 140735502426112 0 2901
0 140735502426120 0 2902
0 140735502426128 0 2903
0 140735502426136 0 2904
0 140735502426144 0 2905
0 140735502426152 0 2906
0 140735502426160 0 2907
0 140735502426168 0 2908
0 140735502426176 0 2909
0 140735502426064 2 2910
0 140735502426072 2 2911
0 140735502426080 2 2912
0 140735502426088 2 2913
0 140735502426096 2 2914
0 140735502426104 2 2915
0 140735502426112 2 2916
0 140735502426120 2 2917
0 140735502426128 2 2918
0 140735502426136 2 2919
0 140735502426144 2 2920
0 140735502426152 2 2921
0 140735502426160 2 2922
0 140735502426168 2 2923
0 140735502426176 2 2924
1 140735502426240 2 2925
1 140735502426248 2 2926
1 140735502426256 2 2927
1 140735502426264 2 2928
1 140735502426272 2 2929
1 140735502426280 2 2930
1 140735502426288 2 2931
1 140735502426296 2 2932
1 140735502426304 2 2933
1 140735502426192 2 2934
1 140735502426200 2 2935
1 140735502426208 2 2936
1 140735502426216 2 2937
1 140735502426224 2 2938
1 140735502426232 2 2939
1 140735502426240 1 2940
1 140735502426248 1 2941
1 140735502426256 1 2942
1 140735502426264 1 2943
1 140735502426272 1 2944
1 140735502426280 1 2945
1 140735502426288 1 2946
1 140735502426296 1 2947
1 140735502426304 1 2948
1 140735502426192 1 2949
1 140735502426200 1 2950
1 140735502426208 1 2951
1 140735502426216 1 2952
1 140735502426224 1 2953
1 140735502426232 1 2954
0 140735502426064 0 2955
0 140735502426072 0 2956
0 140735502426080 0 2957
0 140735502426088 0 2958
0 140735502426096 0 2959
0 140735502426104 0 2960
0 140735502426112 0 2961
0 140735502426120 0 2962
0 140735502426128 0 2963
0 140735502426136 0 2964
0 140735502426144 0 2965
0 140735502426152 0 2966
0 140735502426160 0 2967
0 140735502426168 0 2968
0 140735502426176 0 2969
0 140735502426064 2 2970
0 140735502426072 2 2971
0 140735502426080 2 2972
0 140735502426088 2 2973
0 140735502426096 2 2974
0 140735502426104 2 2975
0 140735502426112 2 2976
0 140735502426120 2 2977
0 140735502426128 2 2978
0 140735502426136 2 2979
0 140735502426144 2 2980
0 140735502426152 2 2981
0 140735502426160 2 2982
0 140735502426168 2 2983
0 140735502426176 2 2984
1 140735502426240 2 2985
1 140735502426248 2 2986
1 140735502426256 2 2987
1 140735502426264 2 2988
1 140735502426272 2 2989
1 140735502426280 2 2990
1 140735502426288 2 2991
1 140735502426296 2 2992
1 140735502426304 2 2993
1 140735502426192 2 2994
1 140735502426200 2 2995
1 140735502426208 2 2996
1 140735502426216 2 2997
1 140735502426224 2 2998
1 140735502426232 2 2999
1 140735502426256 1 3000
1 140735502426264 1 3001
1 140735502426272 1 3002
1 140735502426280 1 3003
1 140735502426288 1 3004
1 140735502426296 1 3005
1 140735502426304 1 3006
1 140735502426312 1 3007
1 140735502426192 1 3008
1 140735502426200 1 3009
1 140735502426208 1 3010
1 140735502426216 1 3011
1 140735502426224 1 3012
1 140735502426232 1 3013
1 140735502426240 1 3014
0 140735502426064 0 3015
0 140735502426072 0 3016
0 140735502426080 0 3017
0 140735502426088 0 3018
0 140735502426096 0 3019
0 140735502426104 0 3020
0 140735502426112 0 3021
0 140735502426120 0 3022
0 140735502426128 0 3023
0 140735502426136 0 3024
0 140735502426144 0 3025
0 140735502426152 0 3026
0 140735502426160 0 3027
0 140735502426168 0 3028
0 140735502426176 0 3029
0 140735502426064 2 3030
0 140735502426072 2 3031
0 140735502426080 2 3032
0 140735502426088 2 3033
0 140735502426096 2 3034
0 140735502426104 2 3035
0 140735502426112 2 3036
0 140735502426120 2 3037
0 140735502426128 2 3038
0 140735502426136 2 3039
0 140735502426144 2 3040
0 140735502426152 2 3041
0 140735502426160 2 3042
0 140735502426168 2 3043
0 140735502426176 2 3044
1 140735502426256 2 3045
1 140735502426264 2 3046
1 140735502426272 2 3047
1 140735502426280 2 3048
1 140735502426288 2 3049
1 140735502426296 2 3050
1 140735502426304 2 3051
1 140735502426312 2 3052
1 140735502426192 2 3053
1 140735502426200 2 3054
1 140735502426208 2 3055
1 140735502426216 2 3056
1 140735502426224 2 3057
1 140735502426232 2 3058
1 140735502426240 2 3059
1 140735502426256 1 3060
1 140735502426264 1 3061
1 140735502426272 1 3062
1 140735502426280 1 3063
1 140735502426288 1 3064
1 140735502426296 1 3065
1 140735502426304 1 3066
1 140735502426312 1 3067
1 140735502426192 1 3068
1 140735502426200 1 3069
1 140735502426208 1 3070
1 140735502426216 1 3071
1 140735502426224 1 3072
1 140735502426232 1 3073
1 140735502426240 1 3074
0 140735502426064 0 3075
0 140735502426072 0 3076
0 140735502426080 0 3077
0 140735502426088 0 3078
0 140735502426096 0 3079
0 140735502426104 0 3080
0 140735502426112 0 3081
0 140735502426120 0 3082
0 140735502426128 0 3083
0 140735502426136 0 3084
0 140735502426144 0 3085
0 140735502426152 0 3086
0 140735502426160 0 3087
0 140735502426168 0 3088
0 140735502426176 0 3089
0 140735502426064 2 3090
0 140735502426072 2 3091
0 140735502426080 2 3092
0 140735502426088 2 3093
0 140735502426096 2 3094
0 140735502426104 2 3095
0 140735502426112 2 3096
0 140735502426120 2 3097
0 140735502426128 2 3098
0 140735502426136 2 3099
0 140735502426144 2 3100
0 140735502426152 2 3101
0 140735502426160 2 3102
0 140735502426168 2 3103
0 140735502426176 2 3104
1 140735502426256 2 3105
1 140735502426264 2 3106
1 140735502426272 2 3107
1 140735502426280 2 3108
1 140735502426288 2 3109
1 140735502426296 2 3110
1 140735502426304 2 3111
1 140735502426312 2 3112
1 140735502426192 2 3113
1 140735502426200 2 3114
1 140735502426208 2 3115
1 140735502426216 2 3116
1 140735502426224 2 3117
1 140735502426232 2 3118
1 140735502426240 2 3119
1 140735502426256 1 3120
1 140735502426264 1 3121
1 140735502426272 1 3122
1 140735502426280 1 3123
1 140735502426288 1 3124
1 140735502426296 1 3125
1 140735502426304 1 3126
1 140735502426312 1 3127
1 140735502426192 1 3128
1 140735502426200 1 3129
1 140735502426208 1 3130
1 140735502426216 1 3131
1 140735502426224 1 3132
1 140735502426232 1 3133
1 140735502426240 1 3134
0 140735502426064 0 3135
0 140735502426072 0 3136
0 140735502426080 0 3137
0 140735502426088 0 3138
0 140735502426096 0 3139
0 140735502426104 0 3140
0 140735502426112 0 3141
0 140735502426120 0 3142
0 140735502426128 0 3143
0 140735502426136 0 3144
0 140735502426144 0 3145
0 140735502426152 0 3146
0 140735502426160 0 3147
0 140735502426168 0 3148
0 140735502426176 0 3149
0 140735502426064 2 3150
0 140735502426072 2 3151
0 140735502426080 2 3152
0 140735502426088 2 3153
0 140735502426096 2 3154
0 140735502426104 2 3155
0 140735502426112 2 3156
0 140735502426120 2 3157
0 140735502426128 2 3158
0 140735502426136 2 3159
0 140735502426144 2 3160
0 140735502426152 2 3161
0 140735502426160 2 3162
0 140735502426168 2 3163
0 140735502426176 2 3164
1 140735502426256 2 3165
1 140735502426264 2 3166
1 140735502426272 2 3167
1 140735502426280 2 3168
1 140735502426288 2 3169
1 140735502426296 2 3170
1 140735502426304 2 3171
1 140735502426312 2 3172
1 140735502426192 2 3173
1 140735502426200 2 3174
1 140735502426208 2 3175
1 140735502426216 2 3176
1 140735502426224 2 3177
1 140735502426232 2 3178
1 140735502426240 2 3179
1 140735502426256 1 3180
1 140735502426264 1 3181
1 140735502426272 1 3182
1 140735502426280 1 3183
1 140735502426288 1 3184
1 140735502426296 1 3185
1 140735502426304 1 3186
1 140735502426312 1 3187
1 140735502426192 1 3188
1 140735502426200 1 3189
1 140735502426208 1 3190
1 140735502426216 1 3191
1 140735502426224 1 3192
1 140735502426232 1 3193
1 140735502426240 1 3194
0 140735502426064 0 3195
0 140735502426072 0 3196
0 140735502426080 0 3197
0 140735502426088 0 3198
0 140735502426096 0 3199
0 140735502426104 0 3200
0 140735502426112 0 3201
0 140735502426120 0 3202
0 140735502426128 0 3203
0 140735502426136 0 3204
0 140735502426144 0 3205
0 140735502426152 0 3206
0 140735502426160 0 3207
0 140735502426168 0 3208
0 140735502426176 0 3209
0 140735502426064 2 3210
0 140735502426072 2 3211
0 140735502426080 2 3212
0 140735502426088 2 3213
0 140735502426096 2 3214
0 140735502426104 2 3215
0 140735502426112 2 3216
0 140735502426120 2 3217
0 140735502426128 2 3218
0 140735502426136 2 3219
0 140735502426144 2 3220
0 140735502426152 2 3221
0 140735502426160 2 3222
0 140735502426168 2 3223
0 140735502426176 2 3224
1 140735502426256 2 3225
1 140735502426264 2 3226
1 140735502426272 2 3227
1 140735502426280 2 3228
1 140735502426288 2 3229
1 140735502426296 2 3230
1 140735502426304 2 3231
1 140735502426312 2 3232
1 140735502426192 2 3233
1 140735502426200 2 3234
1 140735502426208 2 3235
1 140735502426216 2 3236
1 140735502426224 2 3237
1 140735502426232 2 3238
1 140735502426240 2 3239
1 140735502426256 1 3240
1 140735502426264 1 3241
1 140735502426272 1 3242
1 140735502426280 1 3243
1 140735502426288 1 3244
1 140735502426296 1 3245
1 140735502426304 1 3246
1 140735502426312 1 3247
1 140735502426192 1 3248
1 140735502426200 1 3249
1 140735502426208 1 3250
1 140735502426216 1 3251
1 140735502426224 1 3252
1 140735502426232 1 3253
1 140735502426240 1 3254
0 140735502426064 0 3255
0 140735502426072 0 3256
0 140735502426080 0 3257
0 140735502426088 0 3258
0 140735502426096 0 3259
0 140735502426104 0 3260
0 140735502426112 0 3261
0 140735502426120 0 3262
0 140735502426128 0 3263
0 140735502426136 0 3264
0 140735502426144 0 3265
0 140735502426152 0 3266
0 140735502426160 0 3267
0 140735502426168 0 3268
0 140735502426176 0 3269
0 140735502426064 2 3270
0 140735502426072 2 3271
0 140735502426080 2 3272
0 140735502426088 2 3273
0 140735502426096 2 3274
0 140735502426104 2 3275
0 140735502426112 2 3276
0 140735502426120 2 3277
0 140735502426128 2 3278
0 140735502426136 2 3279
0 140735502426144 2 3280
0 140735502426152 2 3281
0 140735502426160 2 3282
0 140735502426168 2 3283
0 140735502426176 2 3284
1 140735502426256 2 3285
1 140735502426264 2 3286
1 140735502426272 2 3287
1 140735502426280 2 3288
1 140735502426288 2 3289
1 140735502426296 2 3290
1 140735502426304 2 3291
1 140735502426312 2 3292
1 140735502426192 2 3293
1 140735502426200 2 3294
1 140735502426208 2 3295
1 140735502426216 2 3296
1 140735502426224 2 3297
1 140735502426232 2 3298
1 140735502426240 2 3299
1 140735502426256 1 3300
1 140735502426264 1 3301
1 140735502426272 1 3302
1 140735502426280 1 3303
